Time_s,Normal,Voltage_Sag,Voltage_Swell,Interruption,Harmonics,Transient
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015625,0.049067674327418015,0.049067674327418015,0.049067674327418015,0.049067674327418015,0.09537526348604866,0.049067674327418015
0.0003125,0.0980171403295606,0.0980171403295606,0.0980171403295606,0.0980171403295606,0.18869951560032974,0.0980171403295606
0.00046875,0.14673047445536175,0.14673047445536175,0.14673047445536175,0.14673047445536175,0.2780196339546059,0.14673047445536175
0.000625,0.19509032201612825,0.19509032201612825,0.19509032201612825,0.19509032201612825,0.3615728181993231,0.19509032201612825
0.00078125,0.2429801799032639,0.2429801799032639,0.2429801799032639,0.2429801799032639,0.4378684296486188,0.2429801799032639
0.0009375,0.29028467725446233,0.29028467725446233,0.29028467725446233,0.29028467725446233,0.5057547179260926,0.29028467725446233
0.00109375,0.3368898533922201,0.3368898533922201,0.3368898533922201,0.3368898533922201,0.564466795888739,0.3368898533922201
0.00125,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.3826834323650898,0.6136533154929115,0.3826834323650898
0.00140625,0.4275550934302821,0.4275550934302821,0.4275550934302821,0.4275550934302821,0.6533805345575282,0.4275550934302821
0.0015625,0.4713967368259977,0.4713967368259977,0.4713967368259977,0.4713967368259977,0.6841137742431918,0.4713967368259977
0.00171875,0.5141027441932218,0.5141027441932218,0.5141027441932218,0.5141027441932218,0.706677571967026,0.5141027441932218
0.001875,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.5555702330196022,0.7221970572816996,0.5555702330196022
0.00203125,0.5956993044924334,0.5956993044924334,0.5956993044924334,0.5956993044924334,0.7320241468371447,0.5956993044924334
0.0021875,0.6343932841636456,0.6343932841636456,0.6343932841636456,0.6343932841636456,0.7376530060904527,0.6343932841636456
0.00234375,0.6715589548470184,0.6715589548470184,0.6715589548470184,0.6715589548470184,0.740629810149793,0.6715589548470184
0.0025,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.742462120245875,0.7071067811865476
0.00265625,0.7409511253549591,0.7409511253549591,0.7409511253549591,0.7409511253549591,0.7445331600287969,0.7409511253549591
0.0028125,0.7730104533627369,0.7730104533627369,0.7730104533627369,0.7730104533627369,0.7480259303134156,0.7730104533627369
0.00296875,0.8032075314806449,0.8032075314806449,0.8032075314806449,0.8032075314806449,0.7538614638689607,0.8032075314806449
0.003125,0.8314696123025452,0.8314696123025452,0.8314696123025452,0.8314696123025452,0.7626546325646414,0.8314696123025452
0.00328125,0.8577286100002721,0.8577286100002721,0.8577286100002721,0.8577286100002721,0.7746898318370405,0.8577286100002721
0.0034375,0.881921264348355,0.881921264348355,0.881921264348355,0.881921264348355,0.7899176479626473,0.881921264348355
0.00359375,0.9039892931234433,0.9039892931234433,0.9039892931234433,0.9039892931234433,0.8079723356887103,0.9039892931234433
0.00375,0.9238795325112867,0.9238795325112867,0.9238795325112867,0.9238795325112867,0.8282086744200142,0.9238795325112867
0.00390625,0.9415440651830208,0.9415440651830208,0.9415440651830208,0.9415440651830208,0.8497556061085013,0.9415440651830208
0.0040625,0.9569403357322089,0.9569403357322089,0.9569403357322089,0.9569403357322089,0.8715830571406182,0.9569403357322089
0.00421875,0.970031253194544,0.970031253194544,0.970031253194544,0.970031253194544,0.892577569730522,0.970031253194544
0.004375,0.9807852804032304,0.9807852804032304,0.9807852804032304,0.9807852804032304,0.9116218618598089,0.9807852804032304
0.00453125,0.989176509964781,0.989176509964781,0.989176509964781,0.989176509964781,0.9276732285317604,0.989176509964781
0.0046875,0.9951847266721969,0.9951847266721969,0.9951847266721969,0.9951847266721969,0.939835802747201,0.9951847266721969
0.00484375,0.9987954562051724,0.9987954562051724,0.9987954562051724,0.9987954562051724,0.9474221050299096,0.9987954562051724
0.005,1.0,1.0,1.0,1.0,0.95,1.0
0.00515625,0.9987954562051724,0.9987954562051724,0.9987954562051724,0.9987954562051724,0.9474221050299098,0.9987954562051724
0.0053125,0.9951847266721969,0.9951847266721969,0.9951847266721969,0.9951847266721969,0.9398358027472011,0.9951847266721969
0.0054687500000000005,0.989176509964781,0.989176509964781,0.989176509964781,0.989176509964781,0.9276732285317604,0.989176509964781
0.005625,0.9807852804032304,0.9807852804032304,0.9807852804032304,0.9807852804032304,0.9116218618598091,0.9807852804032304
0.00578125,0.970031253194544,0.970031253194544,0.970031253194544,0.970031253194544,0.8925775697305222,0.970031253194544
0.0059375,0.9569403357322088,0.9569403357322088,0.9569403357322088,0.9569403357322088,0.871583057140618,0.9569403357322088
0.00609375,0.9415440651830207,0.9415440651830207,0.9415440651830207,0.9415440651830207,0.8497556061085013,0.9415440651830207
0.00625,0.9238795325112867,0.9238795325112867,0.9238795325112867,0.9238795325112867,0.8282086744200143,0.9238795325112867
0.0064062500000000005,0.9039892931234432,0.9039892931234432,0.9039892931234432,0.9039892931234432,0.8079723356887103,0.9039892931234432
0.0065625,0.881921264348355,0.881921264348355,0.881921264348355,0.881921264348355,0.7899176479626473,0.881921264348355
0.00671875,0.8577286100002721,0.8577286100002721,0.8577286100002721,0.8577286100002721,0.7746898318370404,0.8577286100002721
0.006875,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.8314696123025451,0.7626546325646414,0.8314696123025451
0.00703125,0.8032075314806449,0.8032075314806449,0.8032075314806449,0.8032075314806449,0.7538614638689606,0.8032075314806449
0.0071875,0.7730104533627368,0.7730104533627368,0.7730104533627368,0.7730104533627368,0.7480259303134155,0.7730104533627368
0.0073437500000000005,0.740951125354959,0.740951125354959,0.740951125354959,0.740951125354959,0.7445331600287968,0.740951125354959
0.0075,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7424621202458749,0.7071067811865476
0.00765625,0.6715589548470182,0.6715589548470182,0.6715589548470182,0.6715589548470182,0.7406298101497926,0.6715589548470182
